"Id,Spoiler"
257,False
258,False
259,False
260,False
261,False
262,False
263,False
264,True
265,True
266,False
267,False
268,False
269,True
270,True
271,True
272,True
273,False
274,False
275,True
276,True
277,True
278,True
279,False
280,False
281,True
282,False
283,False
284,True
285,True
286,True
287,True
288,True
289,True
290,True
291,True
292,True
293,True
294,True
295,False
296,True
297,True
298,True
299,True
300,True
301,False
302,True
303,True
304,True
305,True
306,True
307,False
308,True
309,True
310,True
311,True
312,True
313,True
314,True
315,True
316,True
317,True
318,True
319,False
320,True
321,False
322,True
323,True
324,False
325,True
326,True
327,True
328,True
329,True
330,True
331,True
332,True
333,True
334,True
335,True
336,True
337,False
338,False
339,True
340,True
341,True
342,False
343,False
344,False
345,False
346,False
347,False
348,False
349,False
350,False
351,False
352,False
353,False
354,False
355,False
356,False
357,True
358,False
359,False
360,False
361,False
362,False
363,False
364,False
365,False
366,True
367,True
368,True
369,False
370,False
371,True
372,False
373,True
374,True
375,True
376,True
377,False
378,True
379,True
380,False
381,True
382,True
383,True
384,True
385,True
386,True
387,False
388,True
389,True
390,True
391,True
392,False
393,True
394,True
395,True
396,True
397,True
398,True
399,True
400,True
401,False
402,True
403,True
404,True
405,True
406,True
407,True
408,True
409,True
410,False
411,False
412,False
413,False
414,True
415,True
416,True
417,True
418,True
419,True
420,True
421,True
422,True
423,True
424,False
425,False
426,False
427,True
428,True
429,False
430,True
431,True
432,True
433,True
434,True
435,True
436,True
437,False
438,False
439,False
440,True
441,True
442,True
443,False
444,False
445,False
446,True
447,False
448,True
449,True
450,True
451,False
452,False
453,False
454,False
455,True
456,True
457,True
458,True
459,True
460,True
461,False
462,True
463,False
464,True
465,False
466,False
467,True
468,True
469,False
470,True
471,False
472,False
473,False
474,True
475,False
476,False
477,False
478,False
479,True
480,True
481,True
482,True
483,False
484,True
485,True
486,True
487,True
488,True
489,True
490,True
491,True
492,True
493,False
494,True
495,True
496,False
497,False
498,False
499,False
500,False
501,False
502,False
503,False
504,False
505,False
506,True
507,False
508,False
509,False
510,False
511,False
512,False
513,False
514,False
515,True
516,True
517,True
518,True
519,True
520,False
521,False
522,True
523,True
524,True
525,False
526,False
527,False
528,False
529,False
530,False
531,False
532,False
533,True
534,False
535,True
536,True
537,False
538,False
539,False
540,False
541,False
542,False
543,True
544,True
545,False
546,True
547,True
548,True
549,True
550,True
551,True
552,True
553,True
554,True
555,True
556,True
557,True
558,True
559,True
560,True
561,True
562,False
563,True
564,True
565,True
566,True
567,True
568,False
569,False
570,False
571,True
572,True
573,True
574,True
575,True
576,True
577,True
578,False
579,True
580,True
581,True
582,True
583,True
584,True
585,True
586,False
587,True
588,True
589,True
590,False
591,True
592,True
593,False
594,False
595,True
596,True
597,True
598,True
599,True
600,True
601,False
602,True
603,True
604,True
605,True
606,True
607,True
608,True
609,True
610,True
611,True
612,True
613,True
614,True
615,True
616,True
617,True
618,True
619,True
620,True
621,True
622,True
623,True
624,True
625,True
626,True
627,True
628,True
629,True
630,True
631,True
632,False
633,True
634,True
635,True
636,True
637,True
638,False
639,True
640,True
641,True
642,True
643,True
644,True
645,False
646,True
647,True
648,True
649,True
650,True
651,True
652,True
653,True
654,True
655,True
656,True
657,True
658,True
659,True
660,True
661,True
662,False
663,True
664,False
665,False
666,True
667,False
668,True
669,True
670,True
671,False
672,True
673,False
674,True
675,True
676,True
677,True
678,True
679,True
680,True
681,True
682,True
683,True
684,True
685,False
686,True
687,False
688,False
689,False
690,False
691,False
692,False
693,True
694,True
695,False
696,False
697,False
698,False
699,False
700,True
701,False
702,True
703,False
704,True
705,False
706,False
707,False
708,False
709,False
710,True
711,False
712,False
713,False
714,False
715,True
716,False
717,False
718,False
719,False
720,True
721,False
722,False
723,True
724,False
725,False
726,False
727,False
728,False
729,False
730,False
731,False
732,False
733,False
734,False
735,True
736,True
737,True
738,True
739,False
740,False
741,False
742,False
743,False
744,False
745,False
746,False
747,False
748,True
749,False
750,False
751,False
752,False
753,False
754,False
755,False
756,False
757,False
758,False
759,False
760,False
761,False
762,False
763,False
764,False
765,False
766,False
767,False
768,False
769,False
770,False
771,False
772,False
773,True
774,True
775,True
776,False
777,False
778,False
779,True
780,False
781,False
782,False
783,False
784,False
785,False
786,False
787,False
788,False
789,False
790,False
791,False
792,False
793,True
794,False
795,False
796,False
797,False
798,False
799,True
800,True
801,True
802,True
803,False
804,True
805,False
806,True
807,True
808,True
809,False
810,True
811,True
812,False
813,False
814,True
815,True
816,True
817,True
818,True
819,True
820,False
821,False
822,False
823,True
824,True
825,True
826,False
827,True
828,True
829,True
830,True
831,False
832,True
833,True
834,False
835,True
836,True
837,True
838,False
839,True
840,True
841,True
842,True
843,True
844,False
845,True
846,False
847,True
848,True
849,True
850,True
851,False
852,False
853,False
854,False
855,False
856,False
857,False
858,False
859,False
860,False
861,False
862,False
863,False
864,False
865,False
866,False
867,False
868,True
869,False
870,False
871,False
872,False
873,False
874,False
875,False
876,True
877,True
878,True
879,False
880,False
881,False
882,False
883,False
884,False
885,True
886,True
887,False
888,False
889,False
890,False
891,False
892,True
893,True
894,False
895,False
896,True
897,True
898,True
899,False
900,False
901,True
902,True
903,False
904,True
905,False
906,True
907,False
908,False
909,False
910,False
911,True
912,False
913,False
914,False
915,True
916,True
917,False
918,False
919,False
920,False
921,True
922,False
923,True
924,True
925,True
926,True
927,False
928,False
929,False
930,False
931,True
932,True
933,False
934,True
935,True
936,False
937,False
938,False
939,False
940,True
941,False
942,False
943,False
944,True
945,False
946,False
947,False
948,True
949,True
950,True
951,False
952,False
953,False
954,False
955,False
956,False
957,True
958,True
959,False
960,True
961,True
962,True
963,False
964,False
965,False
966,False
967,False
968,False
969,False
970,False
971,False
972,False
973,False
974,False
975,False
976,False
977,False
978,True
979,False
980,False
981,False
982,True
983,False
984,False
985,False
986,True
987,True
988,False
989,False
990,True
991,False
992,False
993,False
994,False
995,False
996,True
997,True
998,True
999,True
1000,True
1001,True
1002,True
1003,True
1004,True
1005,True
1006,True
1007,True
1008,True
1009,True
1010,True
1011,False
1012,True
1013,True
1014,False
1015,False
1016,False
1017,True
1018,True
1019,True
1020,True
1021,False
1022,False
1023,False
1024,True
1025,False
1026,False
1027,False
1028,False
1029,False
1030,False
1031,False
1032,True
1033,True
1034,True
1035,True
1036,True
1037,True
1038,False
1039,True
1040,True
1041,True
1042,False
1043,False
1044,True
1045,False
1046,False
1047,True
1048,True
1049,True
1050,False
1051,False
1052,True
1053,True
1054,True
1055,True
1056,True
1057,True
1058,True
1059,True
1060,True
1061,False
1062,True
1063,True
1064,True
1065,True
1066,True
1067,True
1068,True
1069,False
1070,True
1071,True
1072,True
1073,True
1074,True
1075,True
1076,False
1077,True
1078,True
1079,True
1080,True
1081,True
1082,True
1083,False
1084,True
1085,True
1086,True
1087,False
1088,True
1089,False
1090,False
1091,False
1092,True
1093,True
1094,True
1095,False
1096,True
1097,True
1098,True
1099,True
1100,True
1101,True
1102,False
1103,True
1104,True
1105,True
1106,True
1107,True
1108,False
1109,True
1110,True
1111,True
1112,True
1113,True
1114,True
1115,False
1116,True
1117,True
1118,True
1119,False
1120,True
1121,False
1122,False
1123,True
1124,True
1125,True
1126,True
1127,True
1128,False
1129,True
1130,True
1131,True
1132,True
1133,True
1134,True
1135,True
1136,True
1137,False
1138,True
1139,True
1140,False
1141,False
1142,False
1143,True
1144,True
1145,True
1146,True
1147,True
1148,True
1149,True
1150,True
1151,True
1152,True
1153,True
1154,True
1155,False
1156,False
1157,False
1158,False
1159,False
1160,False
1161,False
1162,False
1163,False
1164,True
1165,False
1166,False
1167,False
1168,False
1169,False
1170,False
1171,False
1172,False
1173,False
1174,False
1175,False
1176,False
1177,True
1178,False
1179,False
1180,False
1181,True
1182,False
1183,True
1184,False
1185,False
1186,False
1187,False
1188,True
1189,True
1190,False
1191,False
1192,True
1193,True
1194,True
1195,False
1196,True
1197,True
1198,True
1199,True
1200,True
1201,True
1202,True
1203,True
1204,False
1205,True
1206,True
1207,False
1208,False
1209,True
1210,True
1211,True
1212,True
1213,True
1214,True
1215,False
1216,True
1217,False
1218,False
1219,True
1220,True
1221,True
1222,True
1223,True
1224,False
1225,True
1226,True
1227,False
1228,True
1229,True
1230,False
1231,False
1232,True
1233,True
1234,True
1235,True
1236,True
1237,True
1238,True
1239,True
1240,True
1241,True
1242,False
1243,True
1244,True
1245,True
1246,True
1247,True
1248,True
1249,True
1250,True
1251,True
1252,True
1253,True
1254,True
1255,True
1256,True
1257,True
1258,True
1259,False
1260,True
1261,True
1262,True
1263,False
1264,False
1265,True
1266,True
1267,True
1268,True
1269,True
1270,True
1271,False
1272,True
1273,True
1274,True
1275,True
1276,True
1277,True
1278,False
1279,True
1280,True
1281,True
1282,False
1283,True
1284,True
1285,True
1286,True
1287,True
1288,True
1289,True
1290,True
1291,True
1292,True
1293,True
1294,True
1295,True
1296,True
1297,True
1298,True
1299,False
1300,False
1301,False
1302,True
1303,False
1304,False
1305,False
1306,False
1307,False
1308,True
1309,True
1310,True
1311,False
1312,False
1313,True
1314,True
1315,True
1316,True
1317,True
1318,False
1319,True
1320,False
1321,True
1322,True
1323,True
1324,True
1325,False
1326,False
1327,True
1328,True
1329,True
1330,False
1331,True
1332,True
1333,True
1334,False
1335,True
1336,True
1337,True
1338,False
1339,False
1340,False
1341,False
1342,False
1343,False
1344,False
1345,False
1346,False
1347,False
1348,False
1349,False
1350,False
1351,False
1352,False
1353,True
1354,False
1355,False
1356,False
1357,False
1358,False
1359,False
1360,False
1361,False
1362,False
1363,False
1364,True
1365,False
1366,False
1367,False
1368,False
1369,False
1370,False
1371,False
1372,False
1373,False
1374,False
1375,True
1376,True
1377,False
1378,False
1379,False
1380,False
1381,False
1382,False
1383,False
1384,False
1385,False
1386,True
1387,False
1388,False
1389,True
1390,False
1391,False
1392,False
1393,True
1394,True
1395,False
1396,False
1397,True
1398,False
1399,False
1400,False
1401,False
1402,False
1403,False
1404,False
1405,False
1406,False
1407,False
1408,False
1409,False
1410,True
1411,False
1412,False
1413,False
1414,False
1415,False
1416,False
1417,False
1418,False
1419,False
1420,False
1421,False
1422,True
1423,False
1424,False
1425,False
1426,False
1427,False
1428,False
1429,False
1430,False
1431,False
1432,False
1433,False
1434,False
1435,False
1436,False
1437,False
1438,False
1439,True
1440,True
1441,True
1442,True
1443,True
1444,False
1445,False
1446,True
1447,False
1448,False
1449,False
1450,False
1451,False
1452,True
1453,True
1454,True
1455,False
1456,False
1457,True
1458,True
1459,False
1460,True
1461,False
1462,True
1463,False
1464,False
1465,False
1466,False
1467,False
1468,False
1469,False
1470,False
1471,False
1472,False
1473,False
1474,False
1475,False
1476,False
1477,False
1478,False
1479,False
1480,False
1481,False
1482,True
1483,False
1484,False
1485,False
1486,False
1487,False
1488,True
1489,True
1490,True
1491,True
1492,True
1493,True
1494,True
1495,False
1496,False
1497,False
1498,False
1499,False
1500,False
1501,True
1502,False
1503,True
1504,True
1505,True
1506,True
1507,False
1508,False
1509,False
1510,True
1511,True
1512,True
1513,True
1514,True
1515,True
1516,False
1517,True
1518,False
1519,False
1520,False
1521,False
1522,False
1523,False
1524,False
1525,False
1526,False
1527,False
1528,False
1529,False
1530,False
1531,False
1532,False
1533,False
1534,False
1535,False
1536,False
1537,False
1538,False
1539,False
1540,False
1541,False
1542,False
1543,False
1544,False
1545,False
1546,False
1547,False
1548,False
1549,False
1550,False
1551,False
1552,False
1553,False
1554,False
1555,False
1556,False
1557,True
1558,True
1559,False
1560,False
1561,True
1562,True
1563,False
1564,True
1565,False
1566,False
1567,False
1568,False
1569,False
1570,False
1571,False
1572,False
1573,False
1574,False
1575,False
1576,False
1577,False
1578,True
1579,True
1580,True
1581,False
1582,False
1583,True
1584,True
1585,False
1586,True
1587,True
1588,True
1589,True
1590,True
1591,True
1592,True
1593,False
1594,False
1595,True
1596,False
1597,True
1598,True
1599,False
1600,False
1601,False
1602,True
1603,True
1604,True
1605,True
1606,True
1607,False
1608,True
1609,True
1610,True
1611,True
1612,True
1613,True
1614,False
1615,True
1616,False
1617,True
1618,True
1619,True
1620,True
1621,True
1622,True
1623,False
1624,False
1625,True
1626,True
1627,True
1628,True
1629,True
1630,True
1631,True
1632,True
1633,True
1634,True
1635,False
1636,False
1637,False
1638,False
1639,True
1640,True
1641,True
1642,True
1643,False
1644,True
1645,True
1646,True
1647,True
1648,True
1649,True
1650,False
1651,True
1652,True
1653,True
1654,True
1655,False
1656,False
1657,True
1658,True
1659,False
1660,True
1661,True
1662,True
1663,True
1664,True
1665,True
1666,True
1667,True
1668,True
1669,True
1670,True
1671,True
1672,True
1673,True
1674,True
1675,False
1676,False
1677,True
1678,True
1679,True
1680,True
1681,True
1682,True
1683,True
1684,True
1685,True
1686,True
1687,True
1688,True
1689,True
1690,True
1691,True
1692,False
1693,True
1694,False
1695,True
1696,False
1697,False
1698,True
1699,True
1700,False
1701,True
1702,True
1703,False
1704,False
1705,True
1706,False
1707,True
1708,True
1709,False
1710,False
1711,True
1712,True
1713,True
1714,False
1715,False
1716,True
1717,False
1718,False
1719,True
1720,True
1721,True
1722,True
1723,True
1724,True
1725,True
1726,True
1727,True
1728,True
1729,True
1730,True
1731,True
1732,True
1733,True
1734,True
1735,True
1736,True
1737,True
1738,False
1739,False
1740,True
1741,False
1742,True
1743,True
1744,False
1745,False
1746,False
1747,False
1748,False
1749,False
1750,False
1751,False
1752,True
1753,True
1754,True
1755,False
1756,True
1757,True
1758,True
1759,False
1760,False
1761,False
1762,False
1763,False
1764,False
1765,False
1766,False
1767,True
1768,True
1769,False
1770,False
1771,False
1772,False
1773,False
1774,False
1775,False
1776,False
1777,False
1778,False
1779,False
1780,True
1781,False
1782,False
1783,True
1784,True
1785,False
1786,False
1787,True
1788,True
1789,True
1790,True
1791,True
1792,True
1793,False
1794,False
1795,False
1796,True
1797,False
1798,False
1799,True
1800,True
1801,True
1802,True
1803,False
1804,False
1805,False
1806,False
1807,True
1808,False
1809,False
1810,False
1811,False
1812,False
1813,False
1814,False
1815,False
1816,False
1817,True
1818,True
1819,False
1820,False
1821,True
1822,True
1823,False
1824,False
1825,False
1826,False
1827,False
1828,False
1829,False
1830,False
1831,False
1832,False
1833,False
1834,False
1835,True
1836,True
1837,False
1838,False
1839,False
1840,False
1841,False
1842,False
1843,False
1844,False
1845,False
1846,False
1847,True
1848,True
1849,True
1850,True
1851,False
1852,True
1853,True
1854,True
1855,True
1856,True
1857,True
1858,True
1859,False
1860,True
1861,False
1862,True
1863,False
1864,False
1865,True
1866,False
1867,False
1868,True
1869,False
1870,False
1871,True
1872,False
1873,True
1874,True
1875,True
1876,True
1877,True
1878,True
1879,False
1880,False
1881,True
1882,False
1883,True
1884,True
1885,True
1886,True
1887,True
1888,True
1889,True
1890,False
1891,True
1892,True
1893,False
1894,True
1895,True
1896,True
1897,False
1898,True
1899,False
1900,False
1901,True
1902,True
1903,True
1904,True
1905,True
1906,True
1907,False
1908,False
1909,True
1910,True
1911,True
1912,True
1913,False
1914,False
1915,False
1916,True
1917,True
1918,True
1919,True
1920,True
1921,True
1922,False
1923,True
1924,False
1925,True
1926,True
1927,True
1928,True
1929,False
1930,True
1931,False
1932,True
1933,True
1934,True
1935,False
1936,True
1937,True
1938,True
1939,False
1940,True
1941,False
1942,False
1943,True
1944,True
1945,True
1946,True
1947,True
1948,False
1949,True
1950,True
1951,True
1952,True
1953,True
1954,True
1955,False
1956,False
1957,True
1958,True
1959,True
1960,True
1961,True
1962,True
1963,True
1964,True
1965,True
1966,False
1967,False
1968,True
1969,True
1970,False
1971,False
1972,True
1973,True
1974,True
1975,True
1976,False
1977,True
1978,True
1979,True
1980,False
1981,False
1982,False
1983,False
1984,False
1985,False
1986,False
1987,False
1988,False
1989,False
1990,False
1991,False
1992,False
1993,False
1994,False
1995,False
1996,False
1997,True
1998,True
1999,False
2000,False
2001,True
2002,True
2003,False
2004,True
2005,True
2006,True
2007,False
2008,False
2009,False
2010,True
2011,True
2012,True
2013,True
2014,True
2015,False
2016,False
2017,False
2018,False
2019,False
2020,True
2021,False
2022,False
2023,False
2024,True
2025,False
2026,False
2027,False
2028,False
2029,False
2030,False
2031,True
2032,False
2033,True
2034,False
2035,False
2036,True
2037,False
2038,True
2039,True
2040,True
2041,False
2042,False
2043,False
2044,False
2045,True
2046,False
2047,True
2048,False
2049,True
2050,False
2051,False
2052,False
2053,False
2054,True
2055,True
2056,False
2057,True
2058,False
2059,True
2060,False
2061,False
2062,True
2063,False
2064,False
2065,False
2066,False
2067,True
2068,False
2069,False
2070,True
2071,False
2072,False
2073,False
2074,True
2075,False
2076,False
2077,False
2078,False
2079,False
2080,False
2081,False
2082,True
2083,True
2084,False
2085,False
2086,True
2087,False
2088,False
2089,False
2090,True
2091,True
2092,True
2093,False
2094,False
2095,False
2096,False
2097,True
2098,False
2099,False
2100,False
2101,False
2102,False
2103,False
2104,False
2105,False
2106,False
2107,False
2108,False
2109,False
2110,False
2111,False
2112,False
2113,False
2114,False
2115,False
2116,True
2117,True
2118,False
2119,False
2120,True
2121,False
2122,True
2123,True
2124,True
2125,True
2126,False
2127,False
2128,True
2129,False
2130,True
2131,True
2132,True
2133,False
2134,True
2135,True
2136,True
2137,True
2138,False
2139,True
2140,True
2141,True
2142,False
2143,False
2144,True
2145,True
2146,True
2147,True
2148,True
2149,True
2150,True
2151,True
2152,True
2153,True
2154,False
2155,True
2156,True
2157,True
2158,True
2159,True
2160,True
2161,False
2162,True
2163,True
2164,False
2165,True
2166,True
2167,False
2168,True
2169,True
2170,False
2171,True
2172,False
2173,False
2174,True
2175,False
2176,True
2177,True
2178,True
2179,False
2180,True
2181,False
2182,False
2183,False
2184,True
2185,True
2186,False
2187,False
2188,True
2189,False
2190,False
2191,False
2192,False
2193,False
2194,False
2195,False
2196,False
2197,False
2198,False
2199,False
2200,False
2201,False
2202,False
2203,False
2204,True
2205,False
2206,False
2207,False
2208,False
2209,False
2210,False
2211,False
2212,False
2213,False
2214,False
2215,False
2216,False
2217,False
2218,False
2219,False
2220,False
2221,False
2222,False
2223,False
2224,False
2225,False
2226,False
2227,False
2228,False
2229,False
2230,True
2231,True
2232,True
2233,False
2234,False
2235,False
2236,False
2237,False
2238,True
2239,True
2240,True
2241,False
2242,False
2243,False
2244,False
2245,False
2246,True
2247,False
2248,False
2249,True
2250,False
2251,False
2252,False
2253,False
2254,False
2255,False
2256,False
2257,False
2258,True
2259,True
2260,False
2261,False
2262,False
2263,False
2264,False
2265,False
2266,False
2267,False
2268,True
2269,False
2270,False
2271,False
2272,True
2273,True
2274,False
2275,False
2276,False
2277,False
2278,False
2279,False
2280,False
2281,False
2282,False
2283,False
2284,False
2285,False
2286,False
2287,False
2288,False
2289,False
2290,False
2291,False
2292,False
2293,False
2294,False
2295,False
2296,False
2297,False
2298,False
2299,False
2300,False
2301,False
2302,False
2303,False
2304,False
2305,False
2306,False
2307,False
2308,True
2309,False
2310,True
2311,True
2312,True
2313,True
2314,False
2315,True
2316,False
2317,True
2318,True
2319,True
2320,True
2321,True
2322,True
2323,True
2324,False
2325,True
2326,True
2327,True
2328,True
2329,True
2330,True
2331,True
2332,True
2333,True
2334,True
2335,True
2336,True
2337,False
2338,True
2339,False
2340,True
2341,True
2342,True
2343,True
2344,True
2345,True
2346,True
2347,False
2348,True
2349,True
2350,False
2351,False
2352,False
2353,False
2354,False
2355,True
2356,True
2357,True
2358,False
2359,True
2360,False
2361,False
2362,True
2363,True
2364,True
2365,False
2366,False
2367,False
2368,False
2369,False
2370,False
2371,True
2372,True
2373,True
2374,True
2375,False
2376,True
2377,False
2378,False
2379,False
2380,False
2381,True
2382,True
2383,True
2384,True
2385,True
2386,True
2387,False
2388,False
2389,True
2390,False
2391,True
2392,True
2393,False
2394,False
2395,True
2396,True
2397,False
2398,False
2399,True
2400,True
2401,True
2402,True
2403,True
2404,False
2405,False
2406,True
2407,False
2408,True
2409,False
2410,False
2411,False
2412,True
2413,True
2414,True
2415,False
2416,False
2417,True
2418,True
2419,False
2420,False
2421,False
2422,False
2423,True
2424,True
2425,True
2426,True
2427,True
2428,True
2429,False
2430,True
2431,True
2432,True
2433,False
2434,False
2435,True
2436,True
2437,False
2438,False
2439,True
2440,True
2441,True
2442,True
2443,True
2444,False
2445,True
2446,True
2447,False
2448,True
2449,False
2450,False
2451,True
2452,True
2453,True
2454,False
2455,True
2456,False
2457,False
2458,True
2459,False
2460,True
2461,True
2462,True
2463,True
2464,True
2465,True
2466,True
2467,True
2468,True
2469,True
2470,True
2471,True
2472,True
2473,True
2474,True
2475,True
2476,True
2477,True
2478,False
2479,True
2480,True
2481,True
2482,True
2483,True
2484,True
2485,True
2486,True
2487,False
2488,True
2489,False
2490,True
2491,True
2492,False
2493,True
2494,True
2495,True
2496,True
2497,True
2498,True
2499,True
2500,True
2501,True
2502,True
2503,True
2504,True
2505,True
2506,True
2507,False
2508,True
2509,True
2510,True
2511,False
2512,True
2513,False
2514,True
2515,True
2516,True
2517,True
2518,True
2519,True
2520,False
2521,True
2522,True
2523,True
2524,False
2525,True
2526,True
2527,True
2528,True
2529,True
2530,True
2531,True
2532,True
2533,True
2534,True
2535,True
2536,False
2537,False
2538,True
2539,True
2540,True
2541,True
2542,True
2543,True
2544,True
2545,True
2546,True
2547,True
2548,False
2549,True
2550,True
2551,True
2552,True
2553,True
2554,True
2555,True
2556,True
2557,True
2558,True
2559,True
2560,True
2561,True
2562,True
2563,True
2564,True
2565,True
2566,True
2567,True
2568,True
2569,True
2570,True
2571,True
2572,True
2573,False
2574,True
2575,True
2576,False
2577,False
2578,True
2579,True
2580,True
2581,False
2582,True
2583,True
2584,True
2585,False
2586,False
2587,True
2588,True
2589,True
2590,True
2591,True
2592,True
2593,True
2594,True
2595,True
2596,True
2597,True
2598,True
2599,True
2600,True
2601,True
2602,True
2603,True
2604,False
2605,True
2606,True
2607,True
2608,True
2609,True
2610,True
2611,True
2612,True
2613,True
2614,True
2615,True
2616,True
2617,False
2618,True
2619,True
2620,True
2621,False
2622,False
2623,True
2624,True
2625,True
2626,True
2627,True
2628,True
2629,True
2630,True
2631,False
2632,True
2633,True
2634,True
2635,True
2636,True
2637,True
2638,True
2639,True
2640,True
2641,True
2642,True
2643,True
2644,True
2645,True
2646,True
2647,True
2648,True
2649,True
2650,True
2651,True
2652,True
2653,True
2654,True
2655,True
2656,True
2657,True
2658,True
2659,True
2660,True
2661,True
2662,True
2663,True
2664,True
2665,True
2666,True
2667,True
2668,True
2669,True
2670,True
2671,True
2672,True
2673,True
2674,True
2675,True
2676,False
2677,True
2678,True
2679,False
2680,True
2681,True
2682,False
2683,True
2684,True
2685,True
2686,True
2687,True
2688,True
2689,True
2690,False
2691,True
2692,True
2693,True
2694,True
2695,True
2696,True
2697,True
2698,True
2699,True
2700,True
2701,True
2702,True
2703,False
2704,True
2705,True
2706,True
2707,True
2708,True
2709,False
2710,False
2711,True
2712,True
2713,True
2714,True
2715,True
2716,True
2717,True
2718,False
2719,True
2720,False
2721,True
2722,True
2723,True
2724,True
2725,True
2726,True
2727,True
2728,False
2729,False
2730,False
2731,True
2732,False
2733,False
2734,False
2735,False
2736,False
2737,False
2738,False
2739,False
2740,False
2741,True
2742,True
2743,True
2744,True
2745,True
2746,True
2747,True
2748,True
2749,True
2750,True
2751,False
2752,False
2753,True
2754,False
2755,False
2756,False
2757,False
2758,False
2759,True
2760,False
2761,False
2762,True
2763,False
2764,False
2765,False
2766,False
2767,False
2768,False
2769,False
2770,False
2771,False
2772,False
2773,False
2774,False
2775,False
2776,False
2777,False
2778,False
2779,False
2780,False
2781,False
2782,False
2783,True
2784,True
2785,True
2786,True
2787,False
2788,False
2789,False
2790,False
2791,False
2792,True
2793,True
2794,True
2795,False
2796,False
2797,True
2798,False
2799,False
2800,False
2801,False
2802,False
2803,False
2804,False
2805,False
2806,False
2807,False
2808,True
2809,False
2810,False
2811,False
2812,False
2813,False
2814,True
2815,True
2816,True
2817,False
2818,False
2819,False
2820,False
2821,False
2822,False
2823,False
2824,False
2825,False
2826,False
2827,False
2828,False
2829,False
2830,False
2831,False
2832,True
2833,False
2834,False
2835,False
2836,False
2837,False
2838,False
2839,False
2840,False
2841,True
2842,True
2843,False
2844,False
2845,False
2846,False
2847,False
2848,False
2849,False
2850,False
2851,False
2852,True
2853,False
2854,True
2855,False
2856,False
2857,False
2858,False
2859,False
2860,False
2861,False
2862,False
2863,False
2864,False
2865,True
2866,False
2867,True
2868,True
2869,True
2870,False
2871,True
2872,False
2873,True
2874,False
2875,False
2876,True
2877,True
2878,True
2879,True
2880,True
2881,True
2882,False
2883,True
2884,True
2885,True
2886,True
2887,True
2888,True
2889,True
2890,True
2891,False
2892,False
2893,False
2894,False
2895,False
2896,False
2897,True
2898,True
2899,True
2900,True
2901,True
2902,True
2903,True
2904,True
2905,False
2906,True
2907,True
2908,False
2909,False
2910,False
2911,True
2912,True
2913,False
2914,False
2915,True
2916,True
2917,True
2918,False
2919,True
2920,True
2921,False
2922,False
2923,True
2924,True
2925,True
2926,True
2927,True
2928,True
2929,True
2930,True
2931,False
2932,False
2933,True
2934,True
2935,True
2936,True
2937,True
2938,True
2939,True
2940,False
2941,True
2942,True
2943,True
2944,True
2945,True
2946,True
2947,True
2948,True
2949,False
2950,False
2951,True
2952,True
2953,True
2954,False
2955,True
2956,True
2957,True
2958,True
2959,False
2960,False
2961,False
2962,False
2963,False
2964,True
2965,True
2966,True
2967,False
2968,False
2969,False
2970,False
2971,False
2972,False
2973,True
2974,True
2975,False
2976,False
2977,False
2978,False
2979,False
2980,False
2981,False
2982,False
2983,False
2984,False
2985,False
2986,False
2987,False
2988,False
2989,False
2990,False
2991,False
2992,False
2993,False
2994,False
